堡辆,扁埃,抗螟啊拜(崔矾_懦肺弊伐),荐鞭救沥拳瘤荐,矫厘困氰瘤荐
府片,2018-04-11,35.189587,1.994669,1.620097
府片,2013-11-29,132.319389,1.503179,81.849215
府片,2020-07-14,31.59081,76.248627,49.245938
府片,2024-07-25,33.80417,1.503179,1.620097
府片,2010-10-12,35.190144,16.699388,44.032887
府片,2008-01-01,35.190642,1.503179,76.233122
府片,2012-01-16,35.191321,76.210414,1.620097
府片,2008-01-01,35.185967,41.606414,1.620097
府片,2022-07-21,35.27562,5.333431,1.620097
府片,2018-12-14,30.009878,1.503179,1.620097
府片,2024-03-31,35.385849,1.503179,1.620097
府片,2024-11-11,35.190054,31.671578,71.722677
府片,2023-10-21,122.144971,75.733056,68.200788
府片,2022-01-13,33.120354,1.503179,53.821258
府片,2022-11-07,35.191106,1.503179,7.240411
府片,2025-09-09,35.187941,1.503179,1.620097
府片,2024-07-02,39.10619,62.298985,66.350363
府片,2022-10-22,35.189969,75.6999,22.511216
府片,2010-11-10,35.188068,32.582256,49.835153
府片,2025-10-26,35.192411,3.325614,44.807086
府片,2023-02-23,35.191243,11.622736,1.620097
府片,2025-03-16,35.186712,40.050317,5.981479
府片,2023-08-21,35.191288,1.503179,44.162647
府片,2024-07-17,35.190307,7.61496,1.620097
府片,2025-11-17,35.759401,70.533972,67.105341
府片,2011-04-14,35.19013,61.937631,20.071279
府片,2027-05-17,35.187879,2.05283,81.849215
府片,2027-10-01,125.692632,1.503179,6.162234
府片,2022-05-16,72.430437,40.284395,71.668146
府片,2010-08-19,35.189235,1.503179,1.620097
府片,2021-06-07,130.544195,70.65276,32.027528
府片,2027-10-01,39.763545,43.466222,66.608539
府片,2019-10-08,98.585895,1.50553,4.948557
府片,2019-01-04,75.673593,1.503179,45.843516
府片,2026-11-07,35.187961,6.470539,81.849215
府片,2025-11-25,35.186627,1.506447,12.009859
府片,2008-01-01,35.185226,1.503179,61.882319
府片,2024-03-17,35.187816,1.504527,81.849215
府片,2008-01-01,35.187922,4.922581,52.220448
府片,2021-10-12,35.187744,1.505592,1.620097
府片,2011-01-26,35.190649,66.880671,1.620097
府片,2012-01-29,35.186594,67.961065,66.366559
府片,2027-02-27,35.191369,70.654244,7.869874
府片,2017-05-04,35.190852,22.958903,23.545037
府片,2023-11-17,35.18657,5.730878,1.620097
府片,2024-07-14,136.180153,1.503179,1.620097
府片,2024-03-23,42.621223,1.503179,79.903558
府片,2017-10-06,35.189104,1.503179,50.471315
府片,2009-05-26,35.19004,67.893312,68.317845
府片,2020-05-11,48.934164,2.710069,73.281357
府片,2019-09-12,80.582605,1.503179,16.786535
府片,2018-02-06,35.189117,8.516737,1.620097
府片,2022-03-02,134.938582,71.189788,14.99915
府片,2020-09-07,35.189041,2.258221,73.710183
府片,2019-11-26,35.190463,1.503179,66.525063
府片,2024-11-13,35.191826,41.52535,1.620097
府片,2027-04-20,35.189008,9.969836,9.604224
府片,2020-08-04,77.690153,1.503179,1.620097
府片,2020-11-29,114.053775,1.503179,32.911818
府片,2014-09-10,35.188573,1.503179,15.561684
府片,2027-10-01,114.256875,1.503179,77.227814
府片,2027-08-31,30.924482,1.503179,9.329978
府片,2022-07-07,41.230541,1.504101,1.620097
府片,2018-08-04,35.191052,1.503179,1.620097
府片,2020-09-23,35.18747,47.533086,7.121636
府片,2025-06-03,34.614442,2.751145,81.849215
府片,2013-03-08,92.774117,3.558529,1.620097
府片,2018-07-13,70.678494,1.503179,1.620097
府片,2020-11-16,35.189744,1.503179,5.59302
府片,2020-05-07,37.91108,1.506014,1.620097
府片,2021-04-04,35.770096,1.503179,35.152409
府片,2026-12-20,35.189635,1.503179,1.620097
府片,2011-11-21,136.358762,1.506749,34.780105
府片,2011-08-12,35.188665,70.67345,66.286239
府片,2022-01-30,35.18782,1.50615,34.17967
府片,2018-06-17,138.680841,1.503179,10.741672
府片,2016-06-07,35.187289,46.387777,76.251438
府片,2008-01-01,118.303059,1.503448,10.419358
府片,2026-11-07,35.191454,30.802063,81.849215
府片,2024-04-02,35.26017,1.505704,63.81492
府片,2019-03-26,117.87118,70.65375,1.620097
府片,2025-10-07,35.187007,71.241496,81.849215
府片,2027-10-01,35.191023,69.784121,8.445911
府片,2015-05-15,39.141824,46.985412,13.328781
府片,2019-11-25,35.185143,74.174795,65.270758
府片,2027-10-01,35.191429,74.135892,35.067691
府片,2011-11-04,35.1896,1.503179,1.620097
府片,2018-09-07,85.456123,37.8779,18.876813
府片,2023-02-27,36.713285,27.098925,1.620097
府片,2027-10-01,35.190103,1.503179,11.28875
府片,2008-02-22,56.489289,1.503179,12.524581
府片,2018-12-09,35.192798,68.334761,21.994237
府片,2015-11-15,35.186085,63.694829,75.950495
府片,2016-01-02,35.189768,68.59843,35.193691
府片,2019-03-16,35.18838,1.504934,12.177878
府片,2024-01-22,35.187552,45.567067,34.234864
府片,2016-05-27,39.082426,1.503179,1.620097
府片,2026-11-17,124.724776,1.587178,9.463838
府片,2027-10-01,35.189793,1.505632,79.988553
府片,2025-11-17,36.771511,63.160676,50.034611
府片,2023-11-28,35.190643,1.505126,1.620097
府片,2027-07-11,35.188937,1.503179,35.210197
府片,2022-09-23,35.185239,1.503179,76.538673
府片,2019-09-30,37.90038,8.436531,81.849215
府片,2014-12-01,35.189227,75.955031,62.890258
府片,2018-10-25,40.040192,1.503179,5.921535
府片,2025-08-29,35.189639,1.504742,66.259566
府片,2023-09-09,35.18847,48.629687,1.620097
府片,2022-12-08,143.575414,49.044027,1.620097
府片,2024-01-14,35.18661,1.505661,4.718946
府片,2012-03-31,35.19075,76.233634,1.620097
府片,2019-03-19,127.870991,1.503179,9.128162
府片,2025-11-30,35.185637,10.538799,1.620097
府片,2014-10-25,35.186993,29.126698,5.966608
府片,2021-10-06,35.188596,57.263894,1.620097
府片,2008-01-01,35.192826,62.355491,71.613878
府片,2020-07-18,35.188092,1.660458,5.916635
府片,2017-08-31,35.192566,71.508324,1.620097
府片,2013-01-12,35.191494,1.503179,1.620097
府片,2019-04-05,35.191874,40.87131,32.332464
府片,2014-01-03,35.19012,1.503179,4.775482
府片,2027-10-01,35.188983,1.503179,5.887003
府片,2027-10-01,473.194828,1.503179,5.830355
府片,2019-12-22,35.188721,5.293689,68.169715
府片,2026-04-21,35.185754,44.618164,4.540581
府片,2022-02-05,78.753446,73.412605,66.256889
府片,2017-10-03,35.187457,57.763967,81.849215
府片,2018-09-18,35.191034,68.707759,1.620097
府片,2018-05-27,133.000014,72.276856,1.620097
府片,2015-08-10,35.191077,1.503179,4.843927
府片,2027-10-01,35.834953,1.503179,44.789628
府片,2017-12-17,34.157168,1.503841,12.15474
府片,2025-08-21,34.131826,73.477933,67.308407
府片,2022-09-24,35.188582,4.226096,66.273003
府片,2023-09-22,313.355173,1.503179,56.785042
府片,2022-02-08,50.044842,1.503179,52.199065
府片,2027-02-16,35.189318,71.824779,73.314665
府片,2017-08-28,35.18969,72.955327,1.620097
府片,2020-07-22,82.183047,68.327358,1.620097
府片,2020-03-08,143.296043,1.503179,5.537243
府片,2020-11-23,35.189718,61.954306,68.095023
府片,2021-08-04,35.192403,1.953816,74.99886
府片,2027-01-04,35.192072,1.503179,76.254988
府片,2027-10-01,88.819088,8.395278,1.620097
府片,2022-05-13,146.29042,63.167841,63.065402
府片,2018-06-11,35.19058,1.503179,14.082337
府片,2019-11-02,35.185311,1.504479,8.912788
府片,2026-01-21,35.187561,57.347233,1.620097
府片,2021-12-14,40.201737,44.793878,53.4792
府片,2008-01-01,79.210623,1.503179,44.071232
府片,2027-09-08,35.189468,1.506041,77.374208
府片,2011-05-22,268.502149,1.503179,53.017064
府片,2018-03-05,109.675497,46.783893,12.087207
府片,2013-06-02,35.192166,1.503179,6.472656
府片,2025-05-12,35.191079,1.50502,10.964395
府片,2027-10-01,35.190589,44.911172,8.342715
府片,2022-01-21,107.40664,70.147368,76.280114
府片,2020-01-11,35.187812,1.503179,5.008362
府片,2022-10-18,35.189887,1.503179,8.958724
府片,2022-02-21,35.190075,1.950413,10.752525
府片,2025-05-03,35.191716,72.318149,34.047796
府片,2020-06-29,35.191967,68.143955,71.440108
府片,2019-01-19,127.86119,1.503179,15.008133
府片,2026-06-19,35.189332,1.503179,6.57916
府片,2020-08-26,74.498952,1.505393,67.064749
府片,2008-01-01,57.569929,1.503179,79.997039
府片,2017-10-22,35.188072,32.597734,5.485199
府片,2026-08-01,35.191699,1.503179,65.348244
府片,2019-12-02,37.06726,61.49505,75.392411
府片,2027-10-01,35.189859,3.04793,1.620097
府片,2013-04-19,67.857737,40.387379,81.849215
府片,2016-06-07,35.187534,32.401579,77.86338
府片,2009-08-26,32.189346,70.676548,49.50787
府片,2025-04-05,110.991325,1.503179,1.620097
府片,2016-06-10,139.657698,1.503179,65.346492
府片,2021-07-04,43.416418,1.503179,81.849215
府片,2014-04-24,40.461441,5.094978,47.651998
府片,2027-10-01,35.186622,74.287337,1.620097
府片,2020-10-21,85.803465,1.506258,61.972151
府片,2026-10-21,35.18701,3.616757,81.849215
府片,2016-11-14,35.187299,70.552701,9.001057
府片,2008-05-13,141.897906,70.649304,1.620097
府片,2023-12-25,35.185248,8.112881,11.058639
府片,2018-03-10,35.192363,32.590018,1.620097
府片,2022-06-18,37.300004,4.227537,6.688549
府片,2023-06-18,35.187795,54.963268,73.298878
府片,2011-10-15,138.50271,76.24137,5.172519
府片,2017-07-28,107.460155,70.664156,38.339973
府片,2020-05-20,35.186682,48.702579,8.534629
府片,2020-10-25,35.188727,6.294466,65.595133
府片,2010-09-18,35.189155,1.505971,47.392556
府片,2016-05-03,35.18959,32.66739,1.620097
府片,2027-10-01,35.186074,70.646337,8.981664
府片,2008-01-01,30.009878,38.891666,1.620097
府片,2027-03-30,140.498311,1.503179,68.190373
府片,2027-10-01,111.072362,30.538588,8.830503
府片,2017-11-17,35.186143,1.503179,1.620097
府片,2013-09-19,51.993046,1.503179,75.671533
府片,2025-10-10,35.191377,4.859109,1.620097
府片,2017-11-30,35.189694,31.153431,1.620097
府片,2023-12-16,110.964576,1.503179,76.701647
府片,2021-12-21,35.186253,1.503179,1.620097
府片,2017-11-16,35.191805,62.261296,4.139916
府片,2018-10-12,429.491276,66.442893,49.376843
府片,2008-07-30,35.743368,15.315172,44.894377
府片,2024-12-03,44.995653,1.503179,71.830767
府片,2016-10-14,35.187649,1.503179,66.575139
府片,2008-01-17,35.192155,20.490313,10.833536
府片,2027-03-28,35.186013,1.503179,81.849215
府片,2008-04-16,38.652753,62.919918,7.381984
府片,2008-09-21,35.187966,25.585917,1.620097
府片,2017-08-02,39.04678,5.090009,12.406033
府片,2019-10-15,37.879002,61.970904,15.25298
府片,2027-10-01,35.191092,75.937902,9.454286
府片,2008-01-01,94.988237,70.608883,46.970055
府片,2027-10-01,35.188722,1.503179,1.620097
府片,2027-10-01,35.186593,59.196706,1.620097
府片,2018-09-25,85.890146,48.418724,7.877634
府片,2020-10-23,120.652173,1.503179,1.620097
府片,2022-09-21,35.188677,1.503179,8.50506
府片,2010-03-31,126.982665,40.791769,29.208795
府片,2027-09-30,93.149106,28.732643,81.849215
府片,2026-12-11,36.036984,38.022761,1.620097
府片,2019-08-23,35.321949,46.79837,45.280316
府片,2020-08-07,30.354716,1.506762,1.620097
府片,2008-01-01,35.188922,1.503179,77.130142
府片,2027-10-01,481.915543,74.740741,71.660414
府片,2019-10-28,161.198567,1.505157,12.395416
府片,2010-02-19,35.185138,1.504785,9.358633
府片,2011-02-22,35.188702,9.913942,4.707733
府片,2018-01-19,30.009878,1.503179,1.620097
府片,2027-10-01,35.192066,1.503179,31.177918
府片,2021-11-12,35.732678,1.503179,52.686265
府片,2018-07-09,35.186813,14.713329,7.791969
府片,2014-02-20,35.192176,67.20363,42.365097
府片,2024-12-28,38.922905,62.525382,68.099851
府片,2024-12-20,35.651915,5.253933,73.503219
府片,2023-06-02,84.11242,68.253338,1.620097
府片,2021-03-03,35.569965,74.07365,81.849215
府片,2022-03-05,35.191924,1.503288,54.238453
府片,2008-01-01,35.692882,1.503336,1.620097
府片,2027-10-01,87.008583,69.97291,5.348106
府片,2012-10-04,35.189085,1.503179,26.095886
府片,2027-10-01,35.1904,1.503179,52.226913
府片,2024-09-08,35.18923,21.16126,77.276583
府片,2024-03-13,36.00373,4.024398,76.575494
府片,2019-04-11,35.191866,27.476953,1.620097
府片,2008-01-01,35.18644,1.506166,1.620097
府片,2016-08-23,35.191279,28.043913,32.261802
府片,2013-01-18,35.189846,2.668978,66.458378
府片,2015-06-01,35.291065,4.668658,1.620097
府片,2017-03-11,37.823699,1.503179,81.849215
府片,2024-08-27,35.188027,1.506068,67.610341
府片,2024-11-22,36.729917,66.430043,81.849215
府片,2022-03-25,35.189513,69.878909,78.175814
府片,2027-10-01,35.189902,1.503179,45.069116
府片,2013-10-11,35.189209,1.503179,30.646877
府片,2027-03-11,34.294359,1.503179,12.405521
府片,2023-08-29,35.191771,8.30431,52.962925
府片,2021-02-06,35.185944,12.342015,27.806694
府片,2017-11-24,127.889499,1.503179,14.429258
府片,2018-07-01,41.019181,6.646598,1.620097
府片,2024-04-07,103.925172,1.503179,50.354453
府片,2012-09-25,84.935435,1.503179,52.222598
府片,2009-09-13,35.192835,13.963007,7.664697
府片,2027-10-01,475.76679,47.924027,66.867514
府片,2016-07-08,32.531395,1.503179,32.238263
府片,2015-10-27,131.257636,1.506568,73.223974
府片,2017-05-26,35.187293,48.429204,1.620097
府片,2008-01-01,80.354039,72.186442,1.620097
府片,2020-09-22,39.12995,40.490682,4.538606
府片,2021-03-06,35.33813,1.503179,65.346319
府片,2027-10-01,67.781135,1.503179,1.620097
府片,2008-01-01,134.585917,1.503179,1.620097
府片,2008-01-01,35.190707,2.934804,65.541979
府片,2021-11-14,92.40146,41.719926,1.620097
府片,2015-07-04,137.251396,4.309903,48.219646
府片,2023-09-01,275.976861,1.503179,6.047244
府片,2027-10-01,133.176561,8.288335,68.252474
府片,2027-08-14,109.393753,1.503179,65.725161
府片,2026-11-11,67.239504,1.503179,1.620097
府片,2027-10-01,90.600049,21.544767,1.620097
府片,2022-10-15,35.189732,66.378647,66.691883
府片,2022-03-29,88.654639,68.042244,7.93982
府片,2024-08-05,35.478579,31.876833,7.722041
府片,2023-08-11,35.189791,66.656228,1.620097
府片,2015-03-05,51.243457,13.946364,17.383741
府片,2022-01-14,35.189689,1.503546,1.620097
府片,2023-05-19,30.009878,1.503179,12.284263
府片,2027-09-24,35.186756,1.503179,61.70262
府片,2025-08-05,69.912353,1.503179,1.620097
府片,2019-07-16,35.19282,45.992225,21.862971
府片,2021-12-01,68.241115,1.503179,1.620097
府片,2012-03-28,35.189472,1.503179,43.738513
府片,2017-08-17,120.830967,1.505035,1.620097
府片,2024-06-12,35.191136,46.769482,1.620097
府片,2018-11-21,35.190815,62.987446,1.620097
府片,2026-12-14,106.619785,41.303522,5.038205
府片,2027-10-01,35.903988,13.912953,75.776263
府片,2022-07-05,35.191104,28.535664,1.620097
府片,2008-01-01,35.190277,44.735381,1.620097
府片,2020-06-09,35.187078,1.503179,76.194083
府片,2012-08-17,485.810568,61.770261,1.620097
府片,2027-10-01,35.191526,72.570164,43.659797
府片,2020-01-10,34.148595,1.503768,69.456005
府片,2022-10-13,35.189298,1.505773,1.620097
府片,2021-05-16,46.268389,49.978291,65.233095
府片,2016-09-17,35.189952,1.506468,63.328192
府片,2018-09-19,35.192818,41.687511,5.798814
府片,2017-04-19,35.192244,13.2978,12.013
府片,2020-06-09,35.187459,62.242256,31.602746
府片,2013-01-22,35.187146,66.417194,34.832389
府片,2019-09-18,35.192539,1.503179,5.896907
府片,2020-09-09,94.370065,3.070558,1.620097
府片,2021-07-21,35.189356,39.181381,9.007028
府片,2014-04-24,35.186663,1.505407,43.470036
府片,2022-09-05,35.191053,1.503179,1.620097
府片,2016-07-29,36.804824,1.503179,1.620097
府片,2018-09-06,35.192721,13.896302,6.030753
府片,2017-06-24,35.014095,40.691954,73.742915
府片,2023-08-18,35.188592,69.978963,9.368168
府片,2023-04-03,115.943351,1.503179,1.620097
府片,2018-11-20,73.087304,39.760771,76.051914
府片,2020-07-06,35.188361,1.503179,11.104657
府片,2010-04-18,40.221927,1.503179,74.717312
府片,2026-04-14,35.188457,1.506529,43.501696
府片,2025-06-29,34.107847,32.605456,68.221476
府片,2017-07-08,35.192814,1.503179,81.849215
府片,2022-09-10,43.049403,40.446274,47.904333
府片,2013-09-29,91.400381,4.226322,75.311533
府片,2017-04-13,71.755456,1.503179,8.316144
府片,2014-01-04,488.4201,22.024102,1.620097
府片,2018-05-16,35.186084,7.262808,1.620097
府片,2008-01-01,97.048921,1.503179,1.620097
府片,2020-11-27,35.190198,9.568749,60.602838
府片,2008-01-01,35.191328,22.72018,1.620097
府片,2024-01-21,144.233745,1.503179,1.620097
府片,2025-10-01,35.812934,1.503179,12.572765
府片,2022-08-07,35.191188,1.503179,64.758805
府片,2008-01-01,35.115672,1.503179,62.51122
府片,2017-08-27,35.189229,49.17821,73.534613
府片,2023-03-30,37.953839,1.503179,1.620097
府片,2020-05-22,35.188884,1.503179,81.849215
府片,2025-12-16,35.354933,8.342242,81.849215
府片,2010-01-16,35.339322,1.503179,12.92887
府片,2022-08-26,35.189212,68.129424,5.068306
府片,2009-02-19,35.190052,1.503179,10.492591
府片,2016-11-30,35.188366,63.159778,39.806561
府片,2027-01-19,35.187663,10.827075,44.85948
府片,2013-02-19,35.192213,1.506898,9.554121
府片,2018-02-22,35.190503,72.82217,1.620097
府片,2025-04-20,35.190421,74.198134,1.620097
府片,2018-05-08,35.185613,51.034469,1.620097
府片,2011-07-16,168.368122,1.503179,7.846518
府片,2016-04-02,125.047143,32.675057,30.328244
府片,2023-05-04,35.185275,1.503179,8.964452
府片,2027-10-01,35.190385,1.503179,75.412195
府片,2027-08-28,35.192432,40.46129,11.913122
府片,2024-01-12,35.190502,48.406349,1.620097
府片,2018-08-21,35.187835,4.385025,5.506092
府片,2022-02-17,62.478508,1.503179,75.379852
府片,2021-12-12,35.18875,1.503456,81.849215
府片,2024-09-18,437.219183,40.809892,1.620097
府片,2027-10-01,34.705883,68.63206,44.981724
府片,2017-02-23,35.189986,68.085835,72.648131
府片,2021-04-11,35.186184,42.160281,43.983342
府片,2026-09-11,137.430251,1.504725,65.346875
府片,2027-10-01,35.190758,36.98962,51.480821
府片,2020-06-14,247.609078,1.506304,66.591796
府片,2020-03-01,465.481079,1.503179,64.587208
府片,2013-09-25,35.780836,1.503179,76.200493
府片,2015-10-16,35.191043,1.503179,5.61207
府片,2022-04-08,35.188137,1.506282,66.55845
府片,2021-08-17,35.190573,66.651248,81.849215
府片,2026-02-22,127.929024,1.503503,75.328587
府片,2009-10-06,118.540434,1.503179,54.896058
府片,2018-09-23,132.382421,5.134713,7.729783
府片,2021-01-31,35.189286,1.503179,50.285917
府片,2014-08-28,52.742444,1.503179,1.620097
府片,2021-08-23,35.189385,1.503179,10.928708
府片,2013-02-01,35.191134,62.317857,1.620097
府片,2024-03-20,124.07989,1.503492,1.620097
府片,2023-10-05,35.190315,1.503179,1.620097
府片,2022-05-23,426.89634,8.272399,77.716389
府片,2020-07-27,35.190557,1.503179,50.533211
府片,2027-10-01,70.295381,70.64733,75.345663
府片,2019-08-05,35.190008,40.856126,15.484487
府片,2024-02-01,112.83814,1.503179,6.322086
府片,2019-07-25,35.189349,1.503179,28.410494
府片,2027-10-01,67.28761,1.506083,9.019312
府片,2018-05-17,35.188133,70.70444,5.023335
府片,2026-06-09,35.186398,1.503653,67.938125
府片,2008-01-01,35.190116,49.615542,65.349214
府片,2017-10-28,35.189179,1.505239,66.228837
府片,2023-09-28,106.502101,1.503179,66.326192
府片,2018-07-09,126.337765,43.074458,75.889749
府片,2024-04-17,35.190316,1.503727,43.967983
府片,2027-10-01,71.924118,3.733219,1.620097
府片,2024-07-09,35.188608,63.021199,68.011018
府片,2020-04-29,35.189142,23.914255,5.783213
府片,2021-06-21,35.186443,1.503179,46.266012
府片,2016-02-29,50.549607,50.943781,3.825604
府片,2025-12-24,35.192561,57.430556,75.566687
府片,2018-11-06,75.550045,1.503179,1.620097
府片,2013-09-11,85.54297,67.642754,1.620097
府片,2018-04-16,35.186805,7.811272,1.620097
府片,2023-12-30,35.189211,44.559698,64.673
府片,2027-10-01,35.189777,76.248627,12.34341
府片,2026-06-18,154.271968,63.164277,27.278244
府片,2023-01-03,35.190414,1.503179,12.028537
府片,2020-07-28,35.191337,1.503179,8.741785
府片,2022-12-09,117.696047,65.451391,1.620097
府片,2021-12-13,47.91451,9.858035,61.16355
府片,2008-01-01,109.534758,48.67828,5.674394
府片,2017-07-31,35.187351,41.622747,70.54794
府片,2011-03-13,57.661491,68.268141,27.655681
府片,2023-09-18,35.18926,41.032545,68.656561
府片,2021-01-21,35.189506,9.634507,1.620097
府片,2027-10-01,79.667901,1.503179,45.421123
府片,2015-12-15,82.849818,2.799053,75.089199
府片,2010-03-25,35.192363,29.619333,1.620097
府片,2027-10-01,35.188055,1.505168,73.613813
府片,2018-07-04,35.189342,1.503179,10.739888
府片,2027-03-29,35.191768,13.458596,1.620097
府片,2018-11-18,108.830594,72.538664,4.560098
府片,2021-03-25,36.617884,1.503179,1.620097
府片,2022-09-10,35.186156,71.915193,34.753972
府片,2024-09-12,35.186834,1.503179,1.620097
府片,2027-10-01,247.974413,1.50637,1.620097
府片,2024-05-03,457.772385,1.503179,1.620097
府片,2013-12-24,35.192268,48.726822,11.866604
府片,2008-04-07,33.984667,1.503179,1.620097
府片,2016-06-25,102.082917,1.504555,11.829396
府片,2017-12-27,419.102956,40.850922,33.479823
府片,2017-10-15,32.941447,1.50443,78.243656
府片,2018-03-11,99.118746,1.503179,9.004503
府片,2016-11-01,35.192152,19.191119,61.433112
府片,2008-01-01,35.189849,27.760953,34.566134
府片,2017-06-13,35.190123,40.299093,81.849215
府片,2017-11-28,35.187433,67.969592,1.620097
府片,2019-12-09,118.654343,45.809938,12.132126
府片,2017-06-17,35.796878,69.490423,1.620097
府片,2022-08-28,35.192434,1.503179,10.759811
府片,2017-09-09,35.190704,1.505155,1.620097
府片,2027-10-01,35.189029,32.628536,80.159259
府片,2026-08-23,35.186236,1.504211,1.620097
府片,2018-10-29,42.682428,1.503179,76.557066
府片,2026-11-21,90.399973,76.248627,78.583624
府片,2027-08-17,93.095634,1.506757,6.211515
府片,2015-06-28,50.448673,1.782523,12.016092
府片,2017-02-03,84.00731,13.862966,62.6712
府片,2008-01-01,93.202585,1.503179,45.561921
府片,2008-12-02,35.191965,1.503179,1.620097
府片,2027-10-01,38.937193,18.083669,65.100834
府片,2013-05-20,35.186665,1.504865,1.620097
府片,2018-12-16,416.501671,1.503179,1.620097
府片,2014-09-06,73.856913,1.505145,5.997899
府片,2020-09-16,35.188487,1.503179,32.250034
府片,2026-06-24,35.192592,59.568061,7.955302
府片,2027-10-01,108.048945,31.825609,12.000516
府片,2024-04-18,89.999637,1.503179,53.870109
府片,2019-01-15,35.237011,1.503179,55.209264
府片,2012-01-15,34.122232,1.503179,69.767332
府片,2023-11-02,35.748712,1.503179,76.240246
府片,2025-06-11,35.189416,9.108541,1.620097
府片,2013-11-23,35.409022,1.503179,75.157607
府片,2022-03-30,128.642636,1.503179,1.620097
府片,2021-06-06,35.18538,1.505446,43.517489
府片,2024-07-13,110.661785,1.503179,76.072117
府片,2015-04-27,118.382233,1.503179,22.304493
府片,2026-12-11,35.191593,70.515244,5.568494
府片,2021-11-18,35.542647,5.903763,7.885377
府片,2018-02-12,35.191613,1.503179,27.882163
府片,2019-07-06,35.839159,70.651279,52.293837
府片,2027-01-14,35.187996,46.578723,1.620097
府片,2018-01-01,104.232326,47.454833,1.620097
府片,2013-03-07,35.185543,1.503179,1.620097
府片,2024-08-11,35.187207,70.440324,1.620097
府片,2017-06-13,128.880559,63.162491,1.620097
府片,2010-02-28,35.185646,1.503179,1.620097
府片,2022-08-01,35.081815,1.503179,7.636442
府片,2025-10-29,35.188588,1.503179,66.165892
府片,2020-04-06,35.188907,76.248627,74.492042
府片,2022-06-17,45.558491,65.978364,78.693521
府片,2020-01-05,81.497006,68.282946,7.932061
府片,2014-02-01,39.378738,1.987869,9.42554
府片,2011-11-18,35.191662,1.503179,75.497821
府片,2027-10-01,35.333318,76.248627,43.533283
府片,2022-07-31,35.186385,46.84165,1.620097
府片,2015-11-07,35.189959,1.503179,75.909973
府片,2023-08-07,35.186715,71.598741,76.19817
府片,2027-07-03,35.189837,49.01048,1.620097
府片,2023-12-17,35.192201,20.873649,1.620097
府片,2008-01-01,35.190101,1.503179,8.970209
府片,2025-10-02,35.191693,1.503772,1.620097
府片,2027-10-01,35.187858,18.360496,76.593839
府片,2021-03-07,40.572688,74.081432,69.329106
府片,2021-10-15,35.191417,20.58616,1.620097
府片,2017-11-20,35.188176,1.503179,1.620097
府片,2026-04-01,390.529026,1.503179,1.620097
府片,2025-01-18,35.191031,1.506394,1.620097
府片,2022-09-02,35.807584,53.329464,78.073817
府片,2013-02-20,239.501915,1.503179,1.620097
府片,2014-11-23,35.185571,46.663527,11.150698
府片,2025-04-14,55.739897,1.503179,1.620097
府片,2008-01-01,34.991529,13.904639,5.488172
府片,2025-02-10,398.318694,1.505866,1.620097
府片,2021-09-22,106.266593,5.571889,12.407195
府片,2016-12-04,35.18736,70.657957,1.620097
府片,2025-08-30,46.567623,1.504129,81.849215
府片,2018-04-03,32.787918,40.606427,44.054753
府片,2024-01-02,53.866579,74.128113,73.150737
府片,2022-08-12,40.242114,29.933916,4.83163
府片,2022-06-11,35.186975,63.152544,50.440376
府片,2015-11-26,35.186138,1.503296,40.647284
府片,2010-04-02,35.18737,1.998076,1.620097
府片,2022-03-06,35.188079,74.913127,23.338281
府片,2023-05-14,112.635144,1.50325,16.410697
府片,2013-02-25,35.189315,66.691775,77.66745
府片,2025-10-10,35.18832,1.503179,1.620097
府片,2018-01-06,35.192484,1.503179,1.620097
府片,2026-02-18,35.18841,1.503179,4.537733
府片,2022-02-05,35.187641,1.503179,12.079692
府片,2018-12-23,35.190048,1.503179,44.010981
府片,2022-02-09,35.189699,1.504345,67.792457
府片,2008-09-23,35.186187,1.503179,69.151421
府片,2013-02-25,35.987106,4.700396,55.627135
府片,2019-08-08,35.189597,1.503179,73.120077
府片,2008-01-01,67.551147,1.506263,43.146094
府片,2025-12-09,35.189407,72.475657,47.778146
府片,2022-11-21,35.191197,49.660841,63.371972
府片,2016-01-25,507.623088,1.503179,1.620097
府片,2022-12-28,35.190418,74.516367,10.754339
府片,2021-04-19,35.192216,1.504464,68.103832
府片,2022-12-30,35.19195,1.503594,69.176773
府片,2024-09-02,35.192525,51.695406,14.602686
府片,2019-03-02,35.835556,1.503179,72.390657
府片,2017-07-10,67.704552,1.503179,43.784522
府片,2019-12-15,35.191665,75.710949,1.620097
府片,2027-10-01,439.78985,1.503179,1.620097
府片,2020-02-06,39.282535,1.503179,5.93149
府片,2021-05-17,132.430567,1.503179,10.547561
府片,2021-12-11,35.188867,1.503179,6.260711
府片,2026-01-08,35.191597,1.506959,12.403255
府片,2022-12-12,31.168534,1.504992,23.028157
府片,2020-12-13,35.188365,50.308776,72.776991
府片,2020-03-09,35.192249,1.503179,15.026079
府片,2018-08-01,35.190787,62.054068,66.342308
府片,2008-01-01,39.61924,1.503179,22.614625
府片,2018-09-06,35.267889,47.063629,28.335012
府片,2024-10-06,35.187172,1.505523,1.620097
府片,2023-11-20,35.188716,1.5063,1.620097
府片,2018-12-05,134.410177,76.074936,5.231307
府片,2017-04-23,67.191938,57.097277,8.995795
府片,2011-10-15,35.190438,68.312554,14.515958
府片,2020-11-30,35.191419,4.475112,74.942571
府片,2015-03-15,85.195688,3.16111,71.809109
